file_name,title,shot,kmeans_cluster,hdbscan_cluster,hdbscan_membership_prob
SD068862.JPEG,이현세 극화시리즈,cu_trg,7,0,1.0
SD092280.JPEG,관계의 우로보로스,ms_trg,16,0,0.8804782688800884
SG112770.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SG149076.JPEG,심술100단 시리즈,fs_trg,15,0,1.0
SD127504.JPEG,너에게 하고 싶은 말,ms_trg,11,0,1.0
SG112820.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SG117705.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,19,0,1.0
SD082568.JPEG,몽홀,cu_trg,10,0,0.9833980597830486
SD092389.JPEG,마이 러블리 투투,ms_trg,1,0,0.9789855496274202
SD113882.JPEG,레벨업닥터 최기석,ms_trg,9,0,0.9292762526780797
SD127437.JPEG,너에게 하고 싶은 말,ms_trg,11,0,1.0
SG178283.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SG112537.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SG170949.JPEG,야수,cu_trg,10,0,1.0
SG149094.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG112900.JPEG,사랑을 피하여,ms_trg,6,0,0.9732977983099934
SD127366.JPEG,너에게 하고 싶은 말,ms_trg,18,-1,0.0
SD114853.JPEG,여기사는 더 이상 검을 들지 않았다,ms_trg,11,0,0.9217668451493383
SD082738.JPEG,몽홀,cu_trg,5,0,1.0
SD082475.JPEG,몽홀,ms_trg,5,0,0.9179198274319872
SD113935.JPEG,레벨업닥터 최기석,cu_trg,14,0,1.0
SG149137.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG149101.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG112485.JPEG,사랑을 피하여,ms_trg,6,0,0.8900343765690071
SD092476.JPEG,마이 러블리 투투,ms_trg,18,0,1.0
SG171939.JPEG,야수,cu_trg,17,0,1.0
SE084875.JPEG,다정종합병원,cu_trg,6,0,1.0
SG112667.JPEG,사랑을 피하여,ms_trg,6,0,0.9107223633415489
SG149175.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG117745.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,19,0,1.0
SG171382.JPEG,야수,cu_trg,17,0,1.0
SD092739.JPEG,마이 러블리 투투,fs_trg,2,0,0.8914558889337434
SD105171.JPEG,오세영 창작 극화 시리즈,ms_trg,5,0,0.9329833055009451
SE084892.JPEG,다정종합병원,cu_trg,6,0,1.0
SG148848.JPEG,심술100단 시리즈,ms_trg,8,0,0.9811498342108156
SG171116.JPEG,야수,ms_trg,18,0,0.9829730363969457
SD105196.JPEG,오세영 창작 극화 시리즈,cu_trg,5,0,1.0
SG117788.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,19,0,1.0
SD082616.JPEG,몽홀,ms_trg,5,0,0.934875617114396
SD114849.JPEG,여기사는 더 이상 검을 들지 않았다,ms_trg,9,0,1.0
SD082539.JPEG,몽홀,ms_trg,15,0,1.0
SD127733.JPEG,너에게 하고 싶은 말,ms_trg,19,-1,0.0
SG178089.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SE084738.JPEG,다정종합병원,cu_trg,2,0,0.9170704092014066
SG171090.JPEG,야수,cu_trg,2,0,0.8541353848347243
SG149079.JPEG,심술100단 시리즈,ms_trg,12,0,0.9649813083575884
SE084914.JPEG,다정종합병원,ms_trg,6,0,0.9875365198495721
SG112897.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SD105280.JPEG,오세영 창작 극화 시리즈,ms_trg,0,-1,0.0
SD114944.JPEG,여기사는 더 이상 검을 들지 않았다,ms_trg,4,0,0.9866704191651854
SG178143.JPEG,전학생은 외계인,cu_trg,6,0,0.9843072183700314
SD129552.JPEG,편지창조,ms_trg,11,0,1.0
SG117997.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,4,0,1.0
SG178004.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SD092479.JPEG,마이 러블리 투투,ms_trg,1,0,1.0
SD068639.JPEG,이현세 극화시리즈,fs_trg,13,1,1.0
SG149020.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD104758.JPEG,오세영 창작 극화 시리즈,ms_trg,0,0,0.9290455167785058
SD094245.JPEG,빨간자전거(인터넷연재판),ms_trg,2,0,0.8644814226454142
SG148654.JPEG,심술100단 시리즈,ms_trg,3,0,0.9675658339324203
SD068585.JPEG,이현세 극화시리즈,ms_trg,7,0,0.9307360281324565
SG148519.JPEG,심술100단 시리즈,fs_trg,3,0,0.9879322218958079
SG117784.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,14,0,1.0
SE084704.JPEG,다정종합병원,ms_trg,6,0,1.0
SD092418.JPEG,마이 러블리 투투,ms_trg,18,0,1.0
SG148963.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG171572.JPEG,야수,ms_trg,6,0,1.0
SG112562.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SD134257.JPEG,만인지상,ms_trg,15,0,0.9180791112125818
SG112605.JPEG,사랑을 피하여,cu_trg,6,0,1.0
SD068861.JPEG,이현세 극화시리즈,cu_trg,7,0,1.0
SG112891.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SE084687.JPEG,다정종합병원,cu_trg,10,0,0.9741047502791581
SD127400.JPEG,너에게 하고 싶은 말,ms_trg,19,0,1.0
SG149011.JPEG,심술100단 시리즈,ms_trg,12,0,1.0
SD072896.JPEG,상자 속 1/36,ms_trg,19,0,1.0
SD134541.JPEG,만인지상,ms_trg,0,-1,0.0
SD082761.JPEG,몽홀,ms_trg,15,0,1.0
SD094392.JPEG,빨간자전거(인터넷연재판),fs_trg,0,-1,0.0
SG112766.JPEG,사랑을 피하여,ms_trg,13,-1,0.0
SG171242.JPEG,야수,cu_trg,17,0,1.0
SG149095.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SE084681.JPEG,다정종합병원,cu_trg,10,0,0.9979320430335199
SG178277.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SG149366.JPEG,심술100단 시리즈,fs_trg,12,0,0.9883960192414835
SG149374.JPEG,심술100단 시리즈,fs_trg,12,0,0.9772791850664926
SG178177.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SE084877.JPEG,다정종합병원,ms_trg,19,0,0.9850430303930429
SD105173.JPEG,오세영 창작 극화 시리즈,ms_trg,5,0,0.89246475594937
SD134712.JPEG,만인지상,cu_trg,7,0,0.9975652180930078
SD092337.JPEG,관계의 우로보로스,ms_trg,6,0,0.847822104647943
SD082135.JPEG,몽홀,fs_trg,15,0,1.0
SD082523.JPEG,몽홀,cu_trg,15,0,1.0
SG064441.JPEG,40억 vs 1,fs_trg,2,-1,0.0
SG112922.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SD113971.JPEG,레벨업닥터 최기석,ms_trg,9,0,1.0
SD113688.JPEG,레벨업닥터 최기석,ms_trg,9,0,1.0
SD127373.JPEG,너에게 하고 싶은 말,ms_trg,11,0,1.0
SE084882.JPEG,다정종합병원,ms_trg,6,0,1.0
SD082629.JPEG,몽홀,ms_trg,15,0,1.0
SD134576.JPEG,만인지상,cu_trg,10,0,1.0
SG178325.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SG117932.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,14,0,1.0
SG148992.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD113696.JPEG,레벨업닥터 최기석,ms_trg,9,0,1.0
SG117734.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,14,0,1.0
SG112795.JPEG,사랑을 피하여,ms_trg,1,0,1.0
SG178236.JPEG,전학생은 외계인,cu_trg,8,0,0.9537502167422548
SD129576.JPEG,편지창조,ms_trg,5,-1,0.0
SG171032.JPEG,야수,cu_trg,10,0,1.0
SG170943.JPEG,야수,cu_trg,10,0,1.0
SD129207.JPEG,편지창조,ms_trg,2,-1,0.0
SG171235.JPEG,야수,cu_trg,6,0,1.0
SD068643.JPEG,이현세 극화시리즈,cu_trg,7,0,0.9442652774121133
SD129331.JPEG,편지창조,ms_trg,18,0,0.9193893756379744
SG171018.JPEG,야수,ms_trg,18,0,0.9113651148040354
SD127773.JPEG,너에게 하고 싶은 말,ms_trg,16,0,0.8533867458754494
SD127536.JPEG,너에게 하고 싶은 말,ms_trg,4,0,1.0
SD113721.JPEG,레벨업닥터 최기석,cu_trg,1,0,0.9242525188468592
SG117615.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,14,0,1.0
SG064209.JPEG,40억 vs 1,ms_trg,6,0,0.905529792166594
SD127693.JPEG,너에게 하고 싶은 말,ms_trg,4,0,0.92189787978012
SD113877.JPEG,레벨업닥터 최기석,ms_trg,9,0,0.9759764300024867
SG178153.JPEG,전학생은 외계인,ms_trg,8,0,0.9793282280090034
SG149230.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD134536.JPEG,만인지상,cu_trg,7,0,0.9951904507239452
SD105075.JPEG,오세영 창작 극화 시리즈,ms_trg,0,0,0.8546560430639945
SG171728.JPEG,야수,ms_trg,18,0,0.953477596210311
SG178105.JPEG,전학생은 외계인,cu_trg,8,0,0.9379615046668609
SG149387.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG149036.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD074882.JPEG,우렁각시,ms_trg,4,0,1.0
SE084938.JPEG,다정종합병원,ms_trg,6,-1,0.0
SD082493.JPEG,몽홀,ms_trg,10,-1,0.0
SD134268.JPEG,만인지상,ms_trg,7,0,0.9958759762567804
SG178165.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SD127457.JPEG,너에게 하고 싶은 말,ms_trg,11,0,1.0
SD068800.JPEG,이현세 극화시리즈,cu_trg,7,0,1.0
SG178094.JPEG,전학생은 외계인,cu_trg,8,0,0.9555104033820521
SG171012.JPEG,야수,cu_trg,17,0,1.0
SD075089.JPEG,우렁각시,ms_trg,11,0,0.9681264108726794
SG112439.JPEG,사랑을 피하여,cu_trg,6,0,0.9756698133464728
SG112434.JPEG,사랑을 피하여,ms_trg,19,0,0.9492240398915976
SD092438.JPEG,마이 러블리 투투,ms_trg,1,0,1.0
SD092367.JPEG,마이 러블리 투투,ms_trg,1,0,1.0
SG148815.JPEG,심술100단 시리즈,fs_trg,3,0,1.0
SD113556.JPEG,레벨업닥터 최기석,ms_trg,9,0,1.0
SE084792.JPEG,다정종합병원,ms_trg,10,0,1.0
SG112835.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SG149061.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG148792.JPEG,심술100단 시리즈,fs_trg,3,0,1.0
SD074765.JPEG,우렁각시,ms_trg,1,0,1.0
SG178137.JPEG,전학생은 외계인,ms_trg,6,0,0.9633776764874863
SG178224.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SG149222.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG149247.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD082716.JPEG,몽홀,ms_trg,15,0,1.0
SG171469.JPEG,야수,cu_trg,17,0,1.0
SE084689.JPEG,다정종합병원,ms_trg,6,0,0.8739746634323625
SG149337.JPEG,심술100단 시리즈,ms_trg,12,0,1.0
SG064476.JPEG,40억 vs 1,ms_trg,6,0,1.0
SD067951.JPEG,임꺽정 (완전판),ms_trg,0,-1,0.0
SD068911.JPEG,이현세 극화시리즈,cu_trg,7,0,1.0
SG148950.JPEG,심술100단 시리즈,fs_trg,12,-1,0.0
SE084717.JPEG,다정종합병원,ms_trg,2,0,0.8896591254279919
SE084807.JPEG,다정종합병원,ms_trg,11,0,1.0
SD092709.JPEG,마이 러블리 투투,ms_trg,1,0,0.9970007089633149
SD127522.JPEG,너에게 하고 싶은 말,ms_trg,6,0,0.9708154064987286
SG148966.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD092623.JPEG,마이 러블리 투투,ms_trg,1,0,0.9147793483649823
SG112675.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SE084697.JPEG,다정종합병원,ms_trg,6,0,1.0
SG149223.JPEG,심술100단 시리즈,ms_trg,12,0,1.0
SD127467.JPEG,너에게 하고 싶은 말,ms_trg,19,0,0.9806942858172726
SG177974.JPEG,전학생은 외계인,ms_trg,8,0,1.0
SG148977.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD068523.JPEG,이현세 극화시리즈,ms_trg,5,0,0.8782231805498261
SD072916.JPEG,상자 속 1/36,ms_trg,4,0,0.9849273959246677
SG149130.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SG148749.JPEG,심술100단 시리즈,fs_trg,3,0,1.0
SD094329.JPEG,빨간자전거(인터넷연재판),ms_trg,5,0,0.8486177957698233
SD092457.JPEG,마이 러블리 투투,ms_trg,1,0,1.0
SG149136.JPEG,심술100단 시리즈,fs_trg,12,0,0.9999316953341344
SG171228.JPEG,야수,ms_trg,6,0,0.9167100433615002
SD080961.JPEG,최면술사에겐 비밀보호 의무가 없다,ms_trg,18,0,0.944884834397131
SD082134.JPEG,몽홀,cu_trg,15,0,1.0
SD081144.JPEG,최면술사에겐 비밀보호 의무가 없다,ms_trg,1,0,0.9143692804628811
SG149046.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD092743.JPEG,마이 러블리 투투,ms_trg,1,0,1.0
SD092328.JPEG,관계의 우로보로스,ms_trg,11,0,1.0
SD082432.JPEG,몽홀,fs_trg,15,-1,0.0
SD092306.JPEG,관계의 우로보로스,ms_trg,11,0,0.8771448549688579
SE084817.JPEG,다정종합병원,cu_trg,6,0,1.0
SG117671.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,4,0,1.0
SD082506.JPEG,몽홀,cu_trg,10,0,0.9412090695016933
SG148586.JPEG,심술100단 시리즈,ms_trg,3,0,1.0
SG171799.JPEG,야수,ms_trg,18,0,0.8572768836773115
SD068671.JPEG,이현세 극화시리즈,cu_trg,7,0,0.9942048070683278
SD105183.JPEG,오세영 창작 극화 시리즈,ms_trg,5,0,0.9463155776814409
SG178251.JPEG,전학생은 외계인,cu_trg,8,0,0.995229373840332
SG064238.JPEG,40억 vs 1,fs_trg,0,0,0.8977267323642236
SE084736.JPEG,다정종합병원,ms_trg,2,-1,0.0
SG149345.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD127424.JPEG,너에게 하고 싶은 말,ms_trg,11,0,1.0
SD082120.JPEG,몽홀,fs_trg,0,-1,0.0
SD094488.JPEG,빨간자전거(인터넷연재판),fs_trg,0,-1,0.0
SG148816.JPEG,심술100단 시리즈,fs_trg,3,0,1.0
SG124031.JPEG,잉어님과 떡볶이,ms_trg,11,0,0.8835164653298611
SD082472.JPEG,몽홀,ms_trg,6,0,0.9291725583664497
SE084677.JPEG,다정종합병원,ms_trg,6,0,1.0
SD105149.JPEG,오세영 창작 극화 시리즈,ms_trg,0,-1,0.0
SD068579.JPEG,이현세 극화시리즈,ms_trg,7,0,0.9730127476220076
SD068213.JPEG,임꺽정 (완전판),cu_trg,7,0,0.9421069665713345
SD092677.JPEG,마이 러블리 투투,ms_trg,14,0,1.0
SG148691.JPEG,심술100단 시리즈,fs_trg,3,0,1.0
SD094513.JPEG,빨간자전거(인터넷연재판),fs_trg,0,-1,0.0
SG149320.JPEG,심술100단 시리즈,fs_trg,12,0,0.9336282592353911
SD105216.JPEG,오세영 창작 극화 시리즈,ms_trg,5,0,0.8939484380126873
SD082187.JPEG,몽홀,ms_trg,15,0,1.0
SD082516.JPEG,몽홀,ms_trg,15,0,1.0
SD068495.JPEG,이현세 극화시리즈,cu_trg,7,0,0.9174812656471059
SD105156.JPEG,오세영 창작 극화 시리즈,ms_trg,5,0,0.9272721205563381
SG112412.JPEG,사랑을 피하여,ms_trg,6,-1,0.0
SG178256.JPEG,전학생은 외계인,ms_trg,8,0,1.0
SD082381.JPEG,몽홀,fs_trg,15,0,0.9168068699998568
SG171795.JPEG,야수,ms_trg,18,0,0.9148623758302882
SD068696.JPEG,이현세 극화시리즈,ms_trg,5,0,0.9850607911271828
SD127349.JPEG,너에게 하고 싶은 말,ms_trg,11,0,1.0
SG117702.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,14,0,1.0
SG178171.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SD087023.JPEG,보이지 않는 사람,fs_trg,13,-1,0.0
SG149204.JPEG,심술100단 시리즈,fs_trg,3,0,0.969400351353634
SD127418.JPEG,너에게 하고 싶은 말,ms_trg,4,0,0.9800431000520009
SD068778.JPEG,이현세 극화시리즈,fs_trg,13,-1,0.0
SG178217.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SD127526.JPEG,너에게 하고 싶은 말,ms_trg,2,0,0.9119666968495753
SD105213.JPEG,오세영 창작 극화 시리즈,ms_trg,5,0,0.9025516625944555
SD119081.JPEG,낙인의 플레인워커,cu_trg,1,0,0.9594208898878333
SG178018.JPEG,전학생은 외계인,ms_trg,8,0,0.9348544453948817
SG171880.JPEG,야수,cu_trg,17,0,0.8727745881887178
SD105159.JPEG,오세영 창작 극화 시리즈,ms_trg,5,0,0.9999244972090827
SD127760.JPEG,너에게 하고 싶은 말,ms_trg,2,-1,0.0
SD127386.JPEG,너에게 하고 싶은 말,ms_trg,18,0,0.9204597031151127
SD082419.JPEG,몽홀,ms_trg,15,0,1.0
SD075224.JPEG,우렁각시,ms_trg,4,0,0.9395965360066704
SG171327.JPEG,야수,ms_trg,10,0,0.8594610261281493
SG148731.JPEG,심술100단 시리즈,fs_trg,3,0,0.9381949097373221
SG117765.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,11,0,1.0
SD127663.JPEG,너에게 하고 싶은 말,ms_trg,19,0,0.8718921309473285
SD082273.JPEG,몽홀,fs_trg,15,0,0.9708563165066846
SG171960.JPEG,야수,cu_trg,10,0,0.91651243292991
SD087214.JPEG,보이지 않는 사람,ms_trg,2,0,1.0
SE084700.JPEG,다정종합병원,ms_trg,11,0,1.0
SG171689.JPEG,야수,cu_trg,18,-1,0.0
SD068808.JPEG,이현세 극화시리즈,cu_trg,7,0,0.9274419661305641
SD082372.JPEG,몽홀,ms_trg,5,0,1.0
SD072776.JPEG,상자 속 1/36,ms_trg,4,0,1.0
SD114771.JPEG,여기사는 더 이상 검을 들지 않았다,ms_trg,4,0,1.0
SD127353.JPEG,너에게 하고 싶은 말,fs_trg,11,0,0.9679881759147168
SE084898.JPEG,다정종합병원,ms_trg,6,0,0.9760525461893719
SG118018.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,19,0,1.0
SG171541.JPEG,야수,cu_trg,10,0,1.0
SG171200.JPEG,야수,ms_trg,17,0,1.0
SG112913.JPEG,사랑을 피하여,ms_trg,19,0,0.963873469012621
SG064430.JPEG,40억 vs 1,cu_trg,11,0,0.9392313337413921
SD104731.JPEG,오세영 창작 극화 시리즈,ms_trg,5,0,0.8566866479685925
SD129435.JPEG,편지창조,ms_trg,16,0,0.8418538566425309
SG112642.JPEG,사랑을 피하여,ms_trg,14,0,1.0
SG178402.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SD072921.JPEG,상자 속 1/36,ms_trg,11,0,0.980444879855266
SD113698.JPEG,레벨업닥터 최기석,ms_trg,9,0,1.0
SD113779.JPEG,레벨업닥터 최기석,ms_trg,9,0,1.0
SD072479.JPEG,상자 속 1/36,cu_trg,10,0,1.0
SE084881.JPEG,다정종합병원,cu_trg,10,0,1.0
SG171209.JPEG,야수,cu_trg,17,0,1.0
SD104238.JPEG,오세영 창작 극화 시리즈,ms_trg,7,0,0.9239924050168914
SG117740.JPEG,어느날 절친이 남자가 되어버렸다,fs_trg,19,0,0.9902596705277931
SD129170.JPEG,편지창조,fs_trg,16,0,0.855650598809575
SD105115.JPEG,오세영 창작 극화 시리즈,ms_trg,0,-1,0.0
SG171041.JPEG,야수,cu_trg,10,0,0.8925413553006792
SD115011.JPEG,여기사는 더 이상 검을 들지 않았다,ms_trg,4,0,1.0
SG178228.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SG117898.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,4,0,1.0
SD092818.JPEG,마이 러블리 투투,ms_trg,1,0,1.0
SG117990.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,19,0,0.9246415656182962
SG064448.JPEG,40억 vs 1,ms_trg,18,-1,0.0
SG178229.JPEG,전학생은 외계인,cu_trg,8,0,1.0
SD114838.JPEG,여기사는 더 이상 검을 들지 않았다,ms_trg,9,0,1.0
SD105132.JPEG,오세영 창작 극화 시리즈,ms_trg,0,0,0.926322894272669
SG171556.JPEG,야수,cu_trg,10,0,0.9637728559335595
SG149096.JPEG,심술100단 시리즈,fs_trg,12,0,1.0
SD127393.JPEG,너에게 하고 싶은 말,ms_trg,11,0,0.9223931504274001
SD068165.JPEG,임꺽정 (완전판),ms_trg,7,0,0.9701706127999844
SG118012.JPEG,어느날 절친이 남자가 되어버렸다,ms_trg,19,0,1.0
